source_path,destination_path,sha256,classification,licence,reason,reviewer_date,included_public_repo,status
go/kswitch/service_contract_test.go,go/kswitch/service_contract_test.go,ac67697437cee499b813b49db13da732f53d0e8c63a38579279a8a87accf6efd,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
go/kswitch/tokens/context.go,go/kswitch/tokens/context.go,d00df81846368e253d1aed710f31fa4a1837e1b3947841a1094b5b919b43c065,sdk-developer-runtime-helper,Apache-2.0 candidate subject to company approval,"SDK-side helper for local developer evaluation, cache, revocation, or execution-token flows; not the commercial control-plane compiler or managed enforcement service.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
go/kswitch/tokens/curl.go,go/kswitch/tokens/curl.go,b27df1367a0684a1ed44ac6e1310fac60dc6573054e4172e6eae6f7f4c18055c,sdk-developer-runtime-helper,Apache-2.0 candidate subject to company approval,"SDK-side helper for local developer evaluation, cache, revocation, or execution-token flows; not the commercial control-plane compiler or managed enforcement service.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
go/kswitch/tokens/issuer.go,go/kswitch/tokens/issuer.go,e5732f1246aadac788d5eec63688cb9deb915c32fe892a7b3354f57621c9ff25,sdk-developer-runtime-helper,Apache-2.0 candidate subject to company approval,"SDK-side helper for local developer evaluation, cache, revocation, or execution-token flows; not the commercial control-plane compiler or managed enforcement service.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
go/kswitch/tokens/validator.go,go/kswitch/tokens/validator.go,810bf49287dc39cb25103f856f072c2505341e978534a5ea5ca1d2fdee83e73d,sdk-developer-runtime-helper,Apache-2.0 candidate subject to company approval,"SDK-side helper for local developer evaluation, cache, revocation, or execution-token flows; not the commercial control-plane compiler or managed enforcement service.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
go/kswitch/types.go,go/kswitch/types.go,92591109f4bcf1616228b25829bae8225f62f6fbffd7ae2faae25f64b1a4bbcb,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
go/kswitch/wimse/spire.go,go/kswitch/wimse/spire.go,1ff4fcb05e9790b73189e3bcd7c6731a6cf74b03fd4110108387313f5f9ee89e,sdk-workload-identity-helper,Apache-2.0 candidate subject to company approval,Workload identity helper used by applications to obtain or format workload-bound assertions.,engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
go/kswitch/wimse/wimse.go,go/kswitch/wimse/wimse.go,f882187b99325fd5feaa42f93b59e1ef850c570504bde0c064b57ed28024837c,sdk-workload-identity-helper,Apache-2.0 candidate subject to company approval,Workload identity helper used by applications to obtain or format workload-bound assertions.,engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
go/kswitch/wimse/wimse_test.go,go/kswitch/wimse/wimse_test.go,a46261e925b1affc3e79b086ffcdf9451dbf0091f80e5757aba4aaca71796a52,sdk-workload-identity-helper,Apache-2.0 candidate subject to company approval,Workload identity helper used by applications to obtain or format workload-bound assertions.,engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/__init__.py,python/kswitch/__init__.py,602cdc60f58257b55d6859fa538d75027d4eca63995874c066f179e9667ff1bd,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/__version__.py,python/kswitch/__version__.py,1df8d53aba539e667ec551426125665f9d045da050789b5e5071be3c3ea242cf,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/_anthropic_hook.py,python/kswitch/_anthropic_hook.py,4b66e6c833b1c79ec4fac88f81ce242a02162c8b087c6ff56f027b952447c382,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/audit/__init__.py,python/kswitch/audit/__init__.py,e6128ebb76b21de9c70cd31f2a5b12728710bed180b3f6fd9fb14a94c15a7dcf,sdk-audit-client-helper,Apache-2.0 candidate subject to company approval,Client-side audit event construction and sender helper.,engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/audit/emitter.py,python/kswitch/audit/emitter.py,0140d5035bf1fa759c85bdd8dec49b9a5371f06a7d8d35d9a1d02835bd8ec774,sdk-audit-client-helper,Apache-2.0 candidate subject to company approval,Client-side audit event construction and sender helper.,engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/audit/sender.py,python/kswitch/audit/sender.py,8f1df4c9855dee7ae621c3393b44f19135e6cc78325feacc8b2d221fa3a5b66a,sdk-audit-client-helper,Apache-2.0 candidate subject to company approval,Client-side audit event construction and sender helper.,engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/auth.py,python/kswitch/auth.py,7cafc2389beb667f0206ff7151ae73ad3e7848de986ab3218a256b5b1e7d7128,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/authzen.py,python/kswitch/authzen.py,871b8d58950230e0bb377f7c7d1b75e6c70d3243160774aa810430b95b6be7b0,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/bundle/__init__.py,python/kswitch/bundle/__init__.py,36fcd7da006ba4aa8afffd3672c3f90c452ee35494ced890371395632aa3d150,sdk-developer-runtime-helper,Apache-2.0 candidate subject to company approval,"SDK-side helper for local developer evaluation, cache, revocation, or execution-token flows; not the commercial control-plane compiler or managed enforcement service.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/bundle/local_cache.py,python/kswitch/bundle/local_cache.py,5df049f0d72c16a64a2a82755900d65f4b0ca40fc4be23d000c3a5e9599c33b6,sdk-developer-runtime-helper,Apache-2.0 candidate subject to company approval,"SDK-side helper for local developer evaluation, cache, revocation, or execution-token flows; not the commercial control-plane compiler or managed enforcement service.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/catalog.py,python/kswitch/catalog.py,d9d1b838c4527f1e4a54c876b516d6ebf0cc2cf554f4ed27f14e04ada59db620,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/client.py,python/kswitch/client.py,4cc1628a75ea6a4ae28c706659e20709f8ab843ab0cd76f4e29263a74fe7a9e6,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/compliance.py,python/kswitch/compliance.py,b08ab90dd0351ff680c9b8984a3b0fea9677a6284faab449f5b870d5c5240bf6,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/config.py,python/kswitch/config.py,c5585e0114935ddee97d6580755517faa7645f63f9511e721b4624735431e00c,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/context/__init__.py,python/kswitch/context/__init__.py,1b97100286e83a9f8998801d644d115bb54d82f18ba6eb7339c8c4dbcf8f24fb,sdk-developer-runtime-helper,Apache-2.0 candidate subject to company approval,"SDK-side helper for local developer evaluation, cache, revocation, or execution-token flows; not the commercial control-plane compiler or managed enforcement service.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/context/invalidation_sync.py,python/kswitch/context/invalidation_sync.py,d3a29b916942fd7648da5b41a073a688937a3338aaf05aab1d1d718f57a3a41b,sdk-developer-runtime-helper,Apache-2.0 candidate subject to company approval,"SDK-side helper for local developer evaluation, cache, revocation, or execution-token flows; not the commercial control-plane compiler or managed enforcement service.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/context/local_cache.py,python/kswitch/context/local_cache.py,ff425f35cb334a8779c9b1cf9648b49f618ae3a6eb2419a9673b0630eb1cd32d,sdk-developer-runtime-helper,Apache-2.0 candidate subject to company approval,"SDK-side helper for local developer evaluation, cache, revocation, or execution-token flows; not the commercial control-plane compiler or managed enforcement service.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/deny_reason.py,python/kswitch/deny_reason.py,d3c9bbabfd282cdffea8b5a7018a2d1a6ccdc8fc89acc4f17e9fd6ea4da3f7db,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/enforcement.py,python/kswitch/enforcement.py,072a1dabebc0f882c166cb421006f4a3a67949b9856d4892331fe903b1a30f8e,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/events.py,python/kswitch/events.py,74281e7289a40f4b0c77643582090292a9479d0ca913545135c6ab073705b440,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/exceptions.py,python/kswitch/exceptions.py,5d6801b7ee158317ea828311bdbb896ec91fe0815993e24dd126f065a49b6082,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/frameworks/__init__.py,python/kswitch/frameworks/__init__.py,306e80b7b4e99315bf57a1bee86a1824cd6a5d7531a73296f478bf2f352c6438,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/frameworks/_base.py,python/kswitch/frameworks/_base.py,f290b2d0119d46a375c2e668e950276bd00ba8bac52ca906e8be25ba32be7378,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/frameworks/anthropic.py,python/kswitch/frameworks/anthropic.py,c534ccbd85f638f10fa63bfa148b53856d2b7fde87b6a28fd7b8f2aa97aa32f2,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/frameworks/autogen.py,python/kswitch/frameworks/autogen.py,ea79918e1abbed1c8ee5288a0e59b6621d9af46856c0c60fa1d706181e1bebea,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/frameworks/langchain.py,python/kswitch/frameworks/langchain.py,d1250cceb80bde9d370b31567fae3c33722eb08292e6a3cb7bc5c340e58e9a21,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/frameworks/llamaindex.py,python/kswitch/frameworks/llamaindex.py,a841ecca65a1dc27ef36574d467d171637653b7469a07f5f207cdf1bf25fa7b2,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/frameworks/openai.py,python/kswitch/frameworks/openai.py,f41bd943049757e13392ae398d0c721e3ff165c67f272b8540ba415260169e4b,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/frameworks/semantic_kernel.py,python/kswitch/frameworks/semantic_kernel.py,6719d092155f1f8f1e12e65beb784673ccb391361c73942baa6589c02298edbd,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/governance.py,python/kswitch/governance.py,770dad8853b1ad6748fe8ffdd85424938ffda37ca6f2f65bd18f002c1aaef705,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/identity.py,python/kswitch/identity.py,71f627fd347bf7248207b00d96059802430cf5e0e922ff3a6b43ccf67b304aed,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/interceptor.py,python/kswitch/interceptor.py,30bda7fef51ab27fda4d46341a422f28ee7a9c07b7f0bf8f2b6b103e66508e98,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/invoke.py,python/kswitch/invoke.py,59ed4ac79b5c482aa15209c5713c2c694bf6d2bccd6024f237681828a254db21,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/killswitch.py,python/kswitch/killswitch.py,a655ba6217448f3cb97c76a68996f88c95cc63cc840b26a40e52193d63637486,sdk-client-api-surface,Apache-2.0 candidate subject to company approval,"Thin client, model, option, error, framework adapter, or API helper intended for public SDK use.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
python/kswitch/local_pdp/__init__.py,python/kswitch/local_pdp/__init__.py,e6f4fce0511d886a65e86dce57cf59e3583f4db19931477387dfe5710a131b97,sdk-developer-runtime-helper,Apache-2.0 candidate subject to company approval,"SDK-side helper for local developer evaluation, cache, revocation, or execution-token flows; not the commercial control-plane compiler or managed enforcement service.",engineering-review-2026-06-21,true,ENGINEERING_CLASSIFIED
